provider,file_stem,EDITORA,AUTOR,INTERPRETE,__source_sheet,amount_cents,amount_int,PROGRAMA,amount_numeric
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
Globo Unificado nov dez2023,Globo Unificado nov dez2023,,,,CanalInternacional_Dezembro2023,0,0,,0.00
