Mês Exibição,Gênero,Programa,Episódio,Capítulo,Data Exibição,Música,Autores da Música,Sincronismo TVG,Acervo Sim ou Não?,Autor,Editora,% do Autor,Interprete,Reprise,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,SO LOVE NA CABECA,"GIGI CERQUEIRA - IESSI MUSIC PUBLISHING (25%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (25%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,GIGI CERQUEIRA,IESSI MUSIC PUBLISHING,25,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,SO LOVE NA CABECA,"GIGI CERQUEIRA - IESSI MUSIC PUBLISHING (25%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (25%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,RADAMES VENANCIO,IESSI MUSIC PUBLISHING,25,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,SO LOVE NA CABECA,"GIGI CERQUEIRA - IESSI MUSIC PUBLISHING (25%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (25%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,SAMIR TRINDADE,IESSI MUSIC PUBLISHING,25,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,SO LOVE NA CABECA,"GIGI CERQUEIRA - IESSI MUSIC PUBLISHING (25%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (25%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,25,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,MAICOL O RETORNO,14/11/2023,VIDRO FUME,"ALEX FERRAZ LUIS DOS SANTOS - A DESCOBRIR (33,34%)
DIOGO CORREIA DA SILVA - A DESCOBRIR (33,33%)
TIAGO DA SILVA MERCES - A DESCOBRIR (33,33%)",FUNDO,NÃO,ALEX FERRAZ LUIS DOS SANTOS,A DESCOBRIR,"33,34",MC TH,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,MAICOL O RETORNO,14/11/2023,VIDRO FUME,"ALEX FERRAZ LUIS DOS SANTOS - A DESCOBRIR (33,34%)
DIOGO CORREIA DA SILVA - A DESCOBRIR (33,33%)
TIAGO DA SILVA MERCES - A DESCOBRIR (33,33%)",FUNDO,NÃO,TIAGO DA SILVA MERCES,A DESCOBRIR,"33,33",MC TH,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,MAICOL O RETORNO,14/11/2023,VIDRO FUME,"ALEX FERRAZ LUIS DOS SANTOS - A DESCOBRIR (33,34%)
DIOGO CORREIA DA SILVA - A DESCOBRIR (33,33%)
TIAGO DA SILVA MERCES - A DESCOBRIR (33,33%)",FUNDO,NÃO,DIOGO CORREIA DA SILVA,A DESCOBRIR,"33,33",MC TH,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,ALINHAMENTO MILENAR,"JAO - UNIVERSAL MGB (33,4%)
PEDRO TOFANI - UNIVERSAL MGB (33,3%)
ZEBU - A DESCOBRIR (33,3%)",AO VIVO PERFORMANCE,NÃO,JAO,UNIVERSAL MGB,"33,4",JÃO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,ALINHAMENTO MILENAR,"JAO - UNIVERSAL MGB (33,4%)
PEDRO TOFANI - UNIVERSAL MGB (33,3%)
ZEBU - A DESCOBRIR (33,3%)",AO VIVO PERFORMANCE,NÃO,PEDRO TOFANI,UNIVERSAL MGB,"33,3",JÃO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,ALINHAMENTO MILENAR,"JAO - UNIVERSAL MGB (33,4%)
PEDRO TOFANI - UNIVERSAL MGB (33,3%)
ZEBU - A DESCOBRIR (33,3%)",AO VIVO PERFORMANCE,NÃO,ZEBU,A DESCOBRIR,"33,3",JÃO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TRISTE COM T,"ARTHUR MARQUES - WARNER CHAPPELL (20%)
GORKY - WARNER CHAPPELL (20%)
MAFFALDA - WARNER CHAPPELL (20%)
PABLO BISPO - WARNER CHAPPELL (20%)
ZEBU - WARNER CHAPPELL (20%)",AO VIVO PERFORMANCE,NÃO,MAFFALDA,WARNER CHAPPELL,20,PABLO BISPO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TRISTE COM T,"ARTHUR MARQUES - WARNER CHAPPELL (20%)
GORKY - WARNER CHAPPELL (20%)
MAFFALDA - WARNER CHAPPELL (20%)
PABLO BISPO - WARNER CHAPPELL (20%)
ZEBU - WARNER CHAPPELL (20%)",AO VIVO PERFORMANCE,NÃO,GORKY,WARNER CHAPPELL,20,PABLO BISPO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TRISTE COM T,"ARTHUR MARQUES - WARNER CHAPPELL (20%)
GORKY - WARNER CHAPPELL (20%)
MAFFALDA - WARNER CHAPPELL (20%)
PABLO BISPO - WARNER CHAPPELL (20%)
ZEBU - WARNER CHAPPELL (20%)",AO VIVO PERFORMANCE,NÃO,ZEBU,WARNER CHAPPELL,20,PABLO BISPO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TRISTE COM T,"ARTHUR MARQUES - WARNER CHAPPELL (20%)
GORKY - WARNER CHAPPELL (20%)
MAFFALDA - WARNER CHAPPELL (20%)
PABLO BISPO - WARNER CHAPPELL (20%)
ZEBU - WARNER CHAPPELL (20%)",AO VIVO PERFORMANCE,NÃO,PABLO BISPO,WARNER CHAPPELL,20,PABLO BISPO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TRISTE COM T,"ARTHUR MARQUES - WARNER CHAPPELL (20%)
GORKY - WARNER CHAPPELL (20%)
MAFFALDA - WARNER CHAPPELL (20%)
PABLO BISPO - WARNER CHAPPELL (20%)
ZEBU - WARNER CHAPPELL (20%)",AO VIVO PERFORMANCE,NÃO,ARTHUR MARQUES,WARNER CHAPPELL,20,PABLO BISPO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TUDO PRA AMAR VOCE,"IURI RIO BRANCO - BOA MUSIC RIGHTS (50%)
MARINA SENA - BOA MUSIC RIGHTS (50%)",AO VIVO PERFORMANCE,NÃO,IURI RIO BRANCO,BOA MUSIC RIGHTS,50,MARINA SENA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,PREMIO MULTISHOW 2023,,1,15/11/2023,TUDO PRA AMAR VOCE,"IURI RIO BRANCO - BOA MUSIC RIGHTS (50%)
MARINA SENA - BOA MUSIC RIGHTS (50%)",AO VIVO PERFORMANCE,NÃO,MARINA SENA,BOA MUSIC RIGHTS,50,MARINA SENA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,MOTEL DA DONA JO,17/11/2023,ELA SO QUER PAZ,PROJOTA - UNIVERSAL MGB (100%),FUNDO,NÃO,PROJOTA,UNIVERSAL MGB,100,PROJOTA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,ALTAS HORAS,,1140,18/11/2023,EU JURO,"DEMIAN - SONY MUSIC PUBLISHING (18,75%)
DEMIAN - WARNER CHAPPELL (25%)
FRANK J MYERS - WARNER CHAPPELL (25%)
GARY BAKER - PEERMUSIC (12,5%)
GARY BAKER - SONY MUSIC PUBLISHING (18,75%)",PERFORMANCE,NÃO,DEMIAN,WARNER CHAPPELL,25,LEONARDO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,ALTAS HORAS,,1140,18/11/2023,EU JURO,"DEMIAN - SONY MUSIC PUBLISHING (18,75%)
DEMIAN - WARNER CHAPPELL (25%)
FRANK J MYERS - WARNER CHAPPELL (25%)
GARY BAKER - PEERMUSIC (12,5%)
GARY BAKER - SONY MUSIC PUBLISHING (18,75%)",PERFORMANCE,NÃO,GARY BAKER,SONY MUSIC PUBLISHING,"18,75",LEONARDO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,ALTAS HORAS,,1140,18/11/2023,EU JURO,"DEMIAN - SONY MUSIC PUBLISHING (18,75%)
DEMIAN - WARNER CHAPPELL (25%)
FRANK J MYERS - WARNER CHAPPELL (25%)
GARY BAKER - PEERMUSIC (12,5%)
GARY BAKER - SONY MUSIC PUBLISHING (18,75%)",PERFORMANCE,NÃO,DEMIAN,SONY MUSIC PUBLISHING,"18,75",LEONARDO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,ALTAS HORAS,,1140,18/11/2023,EU JURO,"DEMIAN - SONY MUSIC PUBLISHING (18,75%)
DEMIAN - WARNER CHAPPELL (25%)
FRANK J MYERS - WARNER CHAPPELL (25%)
GARY BAKER - PEERMUSIC (12,5%)
GARY BAKER - SONY MUSIC PUBLISHING (18,75%)",PERFORMANCE,NÃO,GARY BAKER,PEERMUSIC,"12,5",LEONARDO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,ALTAS HORAS,,1140,18/11/2023,EU JURO,"DEMIAN - SONY MUSIC PUBLISHING (18,75%)
DEMIAN - WARNER CHAPPELL (25%)
FRANK J MYERS - WARNER CHAPPELL (25%)
GARY BAKER - PEERMUSIC (12,5%)
GARY BAKER - SONY MUSIC PUBLISHING (18,75%)",PERFORMANCE,NÃO,FRANK J MYERS,WARNER CHAPPELL,25,LEONARDO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,10,19/11/2023,FLOR DO REGGAE,"FABINHO O BRIAN - IESSI MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (33,33%)",PERFORMANCE,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,10,19/11/2023,FLOR DO REGGAE,"FABINHO O BRIAN - IESSI MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (33,33%)",PERFORMANCE,NÃO,GIGI,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,10,19/11/2023,FLOR DO REGGAE,"FABINHO O BRIAN - IESSI MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (33,33%)",PERFORMANCE,NÃO,FABINHO O BRIAN,IESSI MUSIC PUBLISHING,"33,34",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,10,19/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,10,19/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,20112023,20/11/2023,ISMALIA,"EMICIDA - WARNER CHAPPELL (50%)
NAVE - SONY MUSIC PUBLISHING (25%)
RENAN SAMAM - A DESCOBRIR (25%)",PERFORMANCE,NÃO,EMICIDA,WARNER CHAPPELL,50,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,20112023,20/11/2023,ISMALIA,"EMICIDA - WARNER CHAPPELL (50%)
NAVE - SONY MUSIC PUBLISHING (25%)
RENAN SAMAM - A DESCOBRIR (25%)",PERFORMANCE,NÃO,RENAN SAMAM,A DESCOBRIR,25,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,20112023,20/11/2023,ISMALIA,"EMICIDA - WARNER CHAPPELL (50%)
NAVE - SONY MUSIC PUBLISHING (25%)
RENAN SAMAM - A DESCOBRIR (25%)",PERFORMANCE,NÃO,NAVE,SONY MUSIC PUBLISHING,25,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2614,26/11/2023,MEU NAMORADO E MAIOR OTARIO,MC CAROL - VRC PRODUCOES ARTISTICAS LTDA (100%),PERFORMANCE,NÃO,MC CAROL,VRC PRODUCOES ARTISTICAS LTDA,100,MC CAROL,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,EVA,"GIANCARLO BIGAZZI - PEERMUSIC (49,99%)
M FICARELLI - PEERMUSIC (,01%)
UMBERTO TOZZI - PEERMUSIC (50%)",PERFORMANCE,NÃO,GIANCARLO BIGAZZI,PEERMUSIC,"49,99",IVETE SANGALO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,EVA,"GIANCARLO BIGAZZI - PEERMUSIC (49,99%)
M FICARELLI - PEERMUSIC (,01%)
UMBERTO TOZZI - PEERMUSIC (50%)",PERFORMANCE,NÃO,UMBERTO TOZZI,PEERMUSIC,50,IVETE SANGALO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,EVA,"GIANCARLO BIGAZZI - PEERMUSIC (49,99%)
M FICARELLI - PEERMUSIC (,01%)
UMBERTO TOZZI - PEERMUSIC (50%)",PERFORMANCE,NÃO,M FICARELLI,PEERMUSIC,"0,01",IVETE SANGALO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,MUITO OBRIGADO AXE,CARLINHOS BROWN - WARNER CHAPPELL (100%),FUNDO,NÃO,CARLINHOS BROWN,WARNER CHAPPELL,100,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,TEMPO DE ALEGRIA,"FILIPE ESCANDURRAS - IESSI MUSIC PUBLISHING (33,34%)
FILIPE ESCANDURRAS - SONY MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
GIGI - SONY MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - SONY MUSIC PUBLISHING (33,33%)",FUNDO,NÃO,MAGNO SANT ANNA,SONY MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,TEMPO DE ALEGRIA,"FILIPE ESCANDURRAS - IESSI MUSIC PUBLISHING (33,34%)
FILIPE ESCANDURRAS - SONY MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
GIGI - SONY MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - SONY MUSIC PUBLISHING (33,33%)",FUNDO,NÃO,FILIPE ESCANDURRAS,SONY MUSIC PUBLISHING,"33,34",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,TEMPO DE ALEGRIA,"FILIPE ESCANDURRAS - IESSI MUSIC PUBLISHING (33,34%)
FILIPE ESCANDURRAS - SONY MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
GIGI - SONY MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - SONY MUSIC PUBLISHING (33,33%)",FUNDO,NÃO,FILIPE ESCANDURRAS,IESSI MUSIC PUBLISHING,"33,34",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,TEMPO DE ALEGRIA,"FILIPE ESCANDURRAS - IESSI MUSIC PUBLISHING (33,34%)
FILIPE ESCANDURRAS - SONY MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
GIGI - SONY MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - SONY MUSIC PUBLISHING (33,33%)",FUNDO,NÃO,MAGNO SANT ANNA,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,TEMPO DE ALEGRIA,"FILIPE ESCANDURRAS - IESSI MUSIC PUBLISHING (33,34%)
FILIPE ESCANDURRAS - SONY MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
GIGI - SONY MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - SONY MUSIC PUBLISHING (33,33%)",FUNDO,NÃO,GIGI,SONY MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,11,26/11/2023,TEMPO DE ALEGRIA,"FILIPE ESCANDURRAS - IESSI MUSIC PUBLISHING (33,34%)
FILIPE ESCANDURRAS - SONY MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
GIGI - SONY MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - SONY MUSIC PUBLISHING (33,33%)",FUNDO,NÃO,GIGI,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,MAIS VOCE,,5958,29/11/2023,EVA,"GIANCARLO BIGAZZI - PEERMUSIC (49,99%)
M FICARELLI - PEERMUSIC (,01%)
UMBERTO TOZZI - PEERMUSIC (50%)",AO VIVO FUNDO,NÃO,UMBERTO TOZZI,PEERMUSIC,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,MAIS VOCE,,5958,29/11/2023,EVA,"GIANCARLO BIGAZZI - PEERMUSIC (49,99%)
M FICARELLI - PEERMUSIC (,01%)
UMBERTO TOZZI - PEERMUSIC (50%)",AO VIVO FUNDO,NÃO,GIANCARLO BIGAZZI,PEERMUSIC,"49,99",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,MAIS VOCE,,5958,29/11/2023,EVA,"GIANCARLO BIGAZZI - PEERMUSIC (49,99%)
M FICARELLI - PEERMUSIC (,01%)
UMBERTO TOZZI - PEERMUSIC (50%)",AO VIVO FUNDO,NÃO,M FICARELLI,PEERMUSIC,"0,01",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,5ª TEMPORADA,F DE FALSIANE,30/11/2023,AS NOVINHAS TAO SENSACIONAL,"ISIDORO FERREIRA - UNIVERSAL MGB (50%)
PABLO FRANCISCO SILVA - UNIVERSAL MGB (50%)",FUNDO,NÃO,ISIDORO FERREIRA,UNIVERSAL MGB,50,MC ROMÂNTICO,SIm,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,5ª TEMPORADA,F DE FALSIANE,30/11/2023,AS NOVINHAS TAO SENSACIONAL,"ISIDORO FERREIRA - UNIVERSAL MGB (50%)
PABLO FRANCISCO SILVA - UNIVERSAL MGB (50%)",FUNDO,NÃO,PABLO FRANCISCO SILVA,UNIVERSAL MGB,50,MC ROMÂNTICO,SIm,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,A DIARISTA,MARINETE A MUSA DO VERAO,1,01/11/2023,CIUME DE VOCE,LUIZ AYRAO - SONY MUSIC PUBLISHING (100%),PERFORMANCE,NÃO,LUIZ AYRAO,SONY MUSIC PUBLISHING,100,FELIPE DYLON,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,A DIARISTA,MARINETE A MUSA DO VERAO,1,01/11/2023,MUSA DO VERAO,"CESAR LEMOS - WARNER CHAPPELL (50%)
KARLA APONTE - UNIVERSAL MGB (50%)",PERFORMANCE,NÃO,KARLA APONTE,UNIVERSAL MGB,50,FELIPE DYLON,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,A DIARISTA,MARINETE A MUSA DO VERAO,1,01/11/2023,MUSA DO VERAO,"CESAR LEMOS - WARNER CHAPPELL (50%)
KARLA APONTE - UNIVERSAL MGB (50%)",PERFORMANCE,NÃO,CESAR LEMOS,WARNER CHAPPELL,50,FELIPE DYLON,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,DRAMATURGIA SEMANAL,A GRANDE FAMILIA,VOVO GATINHA,1,06/11/2023,BATMAN THEME,NEAL HEFTI - SONY MUSIC PUBLISHING (100%),FUNDO,NÃO,NEAL HEFTI,SONY MUSIC PUBLISHING,100,ANONIMO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,DRAMATURGIA SEMANAL,A GRANDE FAMILIA,VOVO GATINHA,1,06/11/2023,CANCAO DAS MISSES,LOURIVAL FAISSAL - ADDAF (100%),FUNDO,NÃO,LOURIVAL FAISSAL,ADDAF,100,ANONIMO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,DRAMATURGIA SEMANAL,A GRANDE FAMILIA,VOVO GATINHA,1,06/11/2023,LA DEPRESSION,YASUHARU KONISHI - WARNER CHAPPELL (100%),FUNDO,NÃO,YASUHARU KONISHI,WARNER CHAPPELL,100,ANONIMO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,DRAMATURGIA SEMANAL,A GRANDE FAMILIA,VOVO GATINHA,1,06/11/2023,RODA RODA RODA,"JORGE MEDEIROS - VITALE (33,33%)
MARCUS PITTER - VITALE (33,34%)
NALYGIA SANTOS - VITALE (33,33%)",PERFORMANCE,NÃO,MARCUS PITTER,VITALE,"33,34",ANONIMO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,DRAMATURGIA SEMANAL,A GRANDE FAMILIA,VOVO GATINHA,1,06/11/2023,RODA RODA RODA,"JORGE MEDEIROS - VITALE (33,33%)
MARCUS PITTER - VITALE (33,34%)
NALYGIA SANTOS - VITALE (33,33%)",PERFORMANCE,NÃO,NALYGIA SANTOS,VITALE,"33,33",ANONIMO,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
