file,last_commit_date,last_commit_sha,last_message
Estelita/Processed/Normalized/CanalViva_Novembro2023__CanalViva_Novembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/ConsolidadoClipes_Dezembro2023__ConsolidadoClipes_Dez23__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/ConsolidadoClipes_Novembro__ConsolidadoClipes_Nov2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/ConsolidadoDiversos_Dezembro2023__ConsolidadoDiversos_Dezembro23__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/ConsolidadoDiversos_Novembro2023__TvFechada_Novembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Globonews_Dezembro2023__Globonews_Dezembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Globonews_Novembro2023__Globonews_Novembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Globoplay_NovelasDeAcervo_Dezembro2023__NovelasAcervo_Globoplay_Dez23__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/MusicCueSheet_OriginaisGloboplay_Outubro2023__MusicCueSheet_Globoplay_Out2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/MusicCueSheet_TvAberta_Agosto2023__MusicCueSheet_Agosto23__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/MusicCueSheet_TvAberta_Outubro2023__MusicCueSheet_TvAberta_Out23__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/NovelasAcervo_Novembro2023__Globoplay_Novembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Relatorio_CanaisGlobo__Jan24__CanaisGlobo_Janeiro24__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Relatorio_CanalBrasil_Jan24__CanalBrasil_Janeiro24__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Relatorio_Globoplay_Jan24__Globoplay_Janeiro24__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Relatorio_UBEM band out2023__Relatorio_UBEM__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Sportv_Dezembro2023__Sportv_Dezembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Sportv_Novembro2023__Sportv_Novembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/TvAberta_Dezembro2023__TvAberta_Dezembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/TvAberta_Novembro2023__TvAberta_Novembro2023__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Ubem Shark__Controle__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Ubem Shark__P_gina1__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Ubem_CanalBrasil_Fev24 (1)__CanalBrasil_Fevereiro24__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Ubem_MusicCueSheet_OriginaisGloboplay_Janeiro24__MusicCueSheet_Globoplay_Jan24__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Ubem_MusicCueSheet_OriginaisGloboplay_Novembro23__MusicCueSheet_Globoplay_Nov23__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/Unificado SBT nov dez 23 e jan fev mar 24__Relat_rio_Solicita_o__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Normalized/band UNIFICADO out dez 2023 jan fev 2024__Relatorio_UBEM__normalized.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/SBT Unificado  nov dez 23 e jan fev mar 24__eligible_alias.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/SBT Unificado  nov dez 23 e jan fev mar 24__eligible_explicit.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/SBT_Rights_Eligible_Summary.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Summaries/Explicit_Terms_Index.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Summaries/Files_Explicit_Alias_Summary.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Summaries/Providers_Explicit_Alias_Summary.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Supplier_Matches_All.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Suppliers_Coverage_Summary.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Suppliers_Top_Unmatched.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Tv Aparecida Unificado  Dez 2023 jan mar 2024__eligible_alias.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
Estelita/Processed/Tv Aparecida Unificado  Dez 2023 jan mar 2024__eligible_explicit.csv,2025-11-07 19:30:03 -0300,880f17bc765ac582f9c7522a3aace8eef5933294,"Rebuild: merged matches (Fornecedores+Unified), re-export eligible workbooks, rebuild rollups and summaries; add explicit terms index and per-file summary; normalize fornecedores (summary + per-sheet)"
